砍	kan3	33037.9248	13251		35	34				人
滋	zi1	33004.99638	441		431	554554	水			
刷	shua1	32996.11336	513	252	22		尸			
僵	jiang1	32975.89685	32		1	251211251211	亻			
柄	bing3	32881.70625	1234		12534		木			
锦	jin3	32858.73294	31115		32511	252	金		白	
挣	zheng1	32857.96716	121		35	5112	手			
挣	zheng4	32857.96716	121		35	5112	手			
钉	ding1	32850.30939	31115		12		金			
趟	tang4	32813.36064	1212134		243	25251	土			
秒	miao3	32636.65756	31234		2343		禾			
纱	sha1	32538.63808	551		2343		纟			
盈	ying2	32536.34075	53	54	25221			又	皿	
胁	xie2	32514.89899	3511		53	44	月		力	
伪	wei3	32492.69145	32		4354		亻			
崔	cui1	32420.70839	252		32	411121	山		亻	
筋	jin1	32373.99598	314314		3511	53	竹		月	力
冤	yuan1	32285.93161	45		35251354					
腹	fu4	32261.42674	3511		31	2511354	月			日
刃	ren4	32209.35389	53		4		刀			
糖	tang2	32145.79439	431234		413	5112251			广	
嘲	chao2	32102.91086	251		12251112	3511	口		十	月
抑	yi4	32056.19846	121		35	52	手			
驻	zhu4	32045.47757	551		41	121				土
肖	xiao4	32023.27004	243		2511				月	
匪	fei3	31953.58431	15		2111	2111				
莹	ying2	31914.52968	12245		1121	4	草		王	
粒	li4	31914.52968	431234		41431				立	
麦	mai4	31850.20439	1121		354				夂	
谣	yao2	31772.8609	45		3443	311252	讠			
呈	cheng2	31696.28318	251		1121		口		王	
绅	shen1	31687.85963	551		25112		纟			
咕	gu1	31529.34376	251		12	251	口		十	口
腔	qiang1	31471.91047	3511		44534	121	月		穴	
辨	bian4	31438.21627	4143113		43	4143112	立			立
撕	si1	31425.96384	121		12211134	3312	手			
砸	za2	31425.19806	13251		15	252				
奏	zou4	31376.18832	11134		1134				一	大
朴	pu3	31278.93462	1234		24		木			
酷	ku4	31278.16884	1253511		3121	251	酉		丿	口
艰	jian1	31268.97952	54		511534		又			
卢	lu2	31237.58265	21		513				尸	
纤	xian1	31226.86177	551		312		纟			
册	ce4	31208.48312	35351							
枯	ku1	31170.19426	1234		12	251	木		十	口
眨	zha3	31160.23916	25111		3	454	目			
斋	zhai1	31151.81561	4134		132522		文			
笨	ben4	31124.24763	314314		12341		竹			
鞭	bian1	31086.72455	122125112		32	1251134			亻	
劈	pi1	31059.46288	513251	4143112	53		尸	立	刀	
叉	cha1	31048.43569	54		4		又			
绩	ji4	30962.66865	551		1121	2534	纟			贝
掠	lve4	30938.92955	121		41	251234	手			口
勃	bo2	30927.44289	1245	521	53		十		力	
骄	jiao1	30923.61401	551		3134	32			夭	
妞	niu1	30915.19046	531		5211		女			
摊	tan1	30881.49626	121		54	32411121	手		又	人
谦	qian1	30805.68432	45		4315112234		讠			
姬	ji1	30762.03502	531		15	22512	女			丨
骚	sao1	30719.91728	551		544	251214			又	虫
壶	hu2	30717.61995	12145		22431		士			
裹	guo3	30692.3493	413534		25111234		衣			
瞎	xia1	30678.56531	25111		445	1112251	目		宀	
誉	yu4	30673.97065	443134		41	11251				
虹	hong2	30618.16847	251214		121		虫			
溪	xi1	30607.34803	441		3443	554134	水			
柴	chai2	30601.22182	2121	35	1234		止	匕	木	
耸	song3	30596.62715	34	34	122111		人	人	耳	
纠	jiu1	30592.03249	551		52		纟			
跌	die1	30536.89653	2512121		31134		足			
污	wu1	30497.8419	441		115		水			
绸	chou2	30493.24723	551		35	121251	纟			土
愉	yu2	30490.18413	442		341	251122			人	月
吩	fen1	30428.92195	251		34	53	口			刀
斤	jin1	30397.52509	3312							
饼	bing3	30338.56024	355		43	1132				
龄	ling2	30296.4425	21213452		34	454	止		人	
贯	guan4	30251.26165	5521		2534				贝	
隶	li4	30248.19854	51124134							
涛	tao1	30245.90121	441		1113	124	水			寸
励	li4	30186.17059	13	153	53				力	
趋	qu1	30128.7373	1212134		35	511	土			
畏	wei4	30101.9351	25121		1534					
饶	rao2	30088.15111	355		153	135				
辣	la4	30049.09647	41	43113	1251234		立			
霍	huo4	30037.60981	14524444		32	411121			亻	
瑟	se4	29984.77119	1121	1121	45434		王	王		
哇	wa1	29947.24811	251		121	121	口		土	土
桐	tong2	29934.99567	1234		25	1	木			
仓	cang1	29915.08547	34		55		人			
俱	ju4	29881.39127	32		251111	34	亻			
帘	lian2	29807.87666	445	34	252		穴			
樱	ying1	29780.30868	1234		25342534	531	木		贝	女
昆	kun1	29778.77713	2511		15	35	日			匕
卓	zhuo2	29767.29047	21	2511	12			日	十	
瞒	man2	29728.23583	25111		122	1253434	目		草	
杭	hang2	29718.28073	1234		41	35	木			几
霄	xiao1	29715.9834	14524444		243	2511				月
翅	chi4	29714.45184	1254		541	541	十			
磁	ci2	29638.6399	13251		431	554554				
役	yi4	29614.90081	332		3554		彳		殳	
墓	mu4	29604.17993	1222511134		121		莫		土	
喉	hou2	29601.8826	251		32	5131134	口		亻	
萝	luo2	29600.35105	122		25221	354	草		罒	
恒	heng2	29467.10582	442		1	25111				日
雀	que4	29466.91437	234		32	411121			亻	
械	xie4	29431.11429	1234		1534	132	木			
泡	pao4	29399.25796	441		35	515	水			
骇	hai4	29356.06813	551		415334					
谨	jin3	29252.68821	45		1221	2511121	讠			
抄	chao1	29238.90422	121		2343		手			
矿	kuang4	28918.04358	13	251	413			口	广	
衍	yan3	28909.62003	332		441	112	彳		水	
闯	chuang3	28894.30449	425		551					
辅	fu3	28864.43918	1521		1251124		车			
棍	gun4	28849.12363	1234		2511	1535	木		日	
旺	wang4	28784.03257	2511		1121		日		王	
珊	shan1	28776.3748	1121		35351		王			
缝	feng4	28773.15854	551		3541112	454	纟		夂	辶
眠	mian2	28762.59081	25111		51515		目			
猴	hou2	28754.93304	353		32	5131134	犭		亻	
菊	ju2	28731.95972	122		35	431234	草			
俏	qiao4	28715.8784	32		243	2511	亻			月
漏	lou4	28691.37353	441		513	12524444	水		尸	
穴	xue2	28619.39048	44534				穴			
匠	jiang4	28604.84071	15		3312					
跨	kua4	28548.1732	2512121		134	115	足		大	
狮	shi1	28542.04698	353		23	1252	犭			
魄	po4	28536.68654	32511		3251135	54	白			
迈	mai4	28470.82971	153		454				辶	
蓬	peng2	28399.61243	122		3541112	454	草		夂	辶
磨	mo4	28382.45902	413	12341234	13	251	广	木		口
埃	ai1	28379.70222	121		54	31134	土			
宴	yan4	28369.74712	445		2511	531	宀		日	女
屑	xie4	28349.07114	513		243	2511	尸			月
邀	yao1	28298.52984	325114153	3134	454		白	攵	辶	
廉	lian2	28149.96907	413		4315112234		广			
膝	xi1	28146.90596	3511		1234	3424134	月		木	人
契	qi4	28125.4642	1112	53	134			刀	大	
嵌	qian4	28122.40109	252		12211	3534	山			
揭	jie1	28049.65226	121		2511	35345	手		日	
蠢	chun3	27943.97501	111342511		251214	251214			虫	虫
颈	jing3	27867.39729	54	121	132534			工	页	
绳	sheng2	27823.74799	551		251	25115	纟		口	
棋	qi2	27801.54045	1234		122111	34	木			
鄙	bi3	27753.29649	25112	252511	52		口	囗		
丧	sang1	27713.09319	12		431534		十			
丧	sang4	27713.09319	12		431534		十			
填	tian2	27707.34986	121		12251111	34	土		十	
棉	mian2	27688.97121	1234		32511	252	木		白	
蝶	die2	27613.92504	251214		12215	1234	虫			木
舟	zhou1	27565.68108	335414							
棒	bang4	27539.64466	1234		11134	112	木			
冠	guan1	27527.39222	45		1135	124				寸
冠	guan4	27527.39222	45		1135	124				寸
鹤	he4	27467.6616	4532	411121	35451				鸟	
晌	shang3	27459.23805	2511		325	251	日			口
筑	zhu2	27437.41341	314314		121	354	竹			几
筑	zhu4	27437.41341	314314		121	354	竹			几
患	huan4	27433.20163	2512512		4544				心	
颠	dian1	27393.38122	12251111	34	132534		十		页	
躬	gong1	27378.83145	3251113		515					
爪	zhua3	27354.28829	3324							
艘	sou1	27353.5608	335414		3215112	54				又
邮	you2	27314.50617	25121		52					
署	shu3	27259.37021	25221		1213	2511	罒		十	日
债	zhai4	27182.79249	32		1121	2534	亻			贝
劣	lie4	27176.66628	2343		53				力	
捷	jie2	27172.07161	121		15112134		手			
夷	yi2	27155.99029	151534							
巷	xiang4	27124.59343	122134		515					
湾	wan1	27090.13345	441		412234	515	水			
轿	jiao4	27025.04239	1521		3134	32	车		夭	
枚	mei2	27018.1504	1234		3134		木		攵	
遂	sui4	27008.1953	431353334		454				辶	
绵	mian2	27002.83486	551		32511	252	纟		白	
谎	huang3	26963.78022	45		122	415325	讠		草	
誓	shi4	26936.97802	1213312		41	11251	手			
嫩	nen4	26908.64426	531		1251234	3134	女			攵
渴	ke3	26654.40624	441		2511	35345	水		日	
乳	ru3	26649.0458	3443	521	5					
胞	bao1	26632.1987	3511		35	515	月			
婴	ying1	26620.71204	2534	2534	531		贝		女	
诡	gui3	26615.3516	45		3513	55	讠			
竖	shu4	26580.89163	22	54	41431			又	立	
衰	shuai1	26553.89033	413534		2511		衣			
蒋	jiang3	26520.39523	122		412	354124	草		丬	
脉	mai4	26519.62946	3511		45534		月			
脉	mo4	26519.62946	3511		45534		月			
购	gou4	26509.67435	2534		35	54	贝			
贾	jia3	26485.66724	125221		2534		西		贝	
坟	fen2	26478.27749	121		4134		土		文	
藤	teng2	26456.06995	122		3511	43113424134	草		月	
钻	zuan1	26455.30417	31115		21	251	金			口
钻	zuan4	26455.30417	31115		21	251	金			口
载	zai4	26424.21362	121534		1521		十		车	
蕙	hui4	26395.57355	122		12511214	4544	草			心
违	wei2	26386.38423	1152		454				辶	
戈	ge1	26368.00558	1534							
筹	chou2	26349.62692	314314		1113	124	竹			寸
裙	qun2	26342.73493	45234		5113	251				口
寡	gua3	26325.88783	445		132511134	53	宀			刀
夭	yao1	26245.48123	3134				夭			
剥	bo1	26222.31647	511	24134	22			水		
棵	ke1	26217.91325	1234		25111234		木			
弦	xian2	26212.55281	515		41	554				
惶	huang2	26201.06615	442		32511	1121			白	王
婷	ting2	26121.42532	531		4125145	12	女			
恍	huang3	26032.59517	442		2431	35				儿
寓	yu4	25989.71165	445		251125214		宀			
绣	xiu4	25988.94587	551		31234	53	纟		禾	
驳	bo2	25969.80144	551		34	34				
栗	li4	25894.75528	125221		1234		西		木	
驰	chi2	25877.90818	551		525					
曹	cao2	25870.25041	1251221		2511				日	
苗	miao2	25869.48463	122		25121		草			
膊	bo2	25853.40331	3511		1251124	124	月			寸
譬	pi4	25799.03313	5132514143112		41	11251	尸			
枕	zhen3	25792.90692	1234		4535		木			
唉	ai1	25730.87896	251		54	31134	口			
唉	ai4	25730.87896	251		54	31134	口			
杆	gan3	25719.39231	1234		112		木			
儒	ru2	25671.14834	32		14524444	132522	亻			
蹲	dun1	25606.05728	2512121		431253511	124	足			寸
兮	xi1	25594.57063	34		15					
畅	chang4	25504.9747	25112		533					
赔	pei2	25496.55115	2534		41431	251	贝		立	口
疗	liao2	25491.95648	41341		52		疒			
灌	guan4	25463.62273	441		122	25125132411121	水		草	口
拆	chai1	25452.13607	121		33124		手			
堵	du3	25433.75742	121		1213	2511	土		十	日
顽	wan2	25361.77436	11	35	132534			儿	页	
胳	ge1	25358.71126	3511		354	251	月		夂	口
宠	chong3	25318.89084	445		13534		宀			
冻	dong4	25256.86289	41		15234		冫			
羡	xian4	25240.01579	431121		41	3534			冫	
押	ya1	25204.02427	121		25112		手			
舱	cang1	25200.96116	335414		34	55			人	
逝	shi4	25191.00605	121	3312	454		手		辶	
揉	rou2	25138.93321	121		54523	1234	手			木
锅	guo1	25101.41012	31115		251	2534	金		口	
肌	ji1	25076.90525	3511		35		月		几	
搂	lou3	25070.70246	121		431234	531	手			女
拢	long3	25067.71593	121		13534		手			
肠	chang2	25053.93194	3511		533		月			
琪	qi2	25053.16616	1121		122111	34	王			
兔	tu4	25018.70619	35251354							
恳	ken3	24988.0751	511534		4544				心	
雇	gu4	24976.58844	4513		32	411121			亻	
悍	han4	24956.67824	442		2511	112			日	一
酬	chou2	24858.65876	1253511		434242		酉			
梳	shu1	24854.82987	1234		4154	325	木			
弗	fu2	24851.76676	51532							
嗓	sang3	24803.5228	251		545454	1234	口		又	木
塞	sai4	24799.23445	445	1122134	121		宀		土	
嘱	zhu3	24719.28731	251		513	325125214	口		尸	
敦	dun1	24716.2242	41251	521	3134				攵	
遣	qian3	24690.95356	25121	25151	454				辶	
倚	yi3	24688.65622	32		134	12512	亻		大	
姜	jiang1	24682.53001	43	1121	531			王	女	
赴	fu4	24678.70112	121	2134	24		土			
诀	jue2	24611.31273	45		5134		讠			
驶	shi3	24543.92434	551		25134					
妃	fei1	24511.7617	531		515		女			
晰	xi1	24497.21193	2511		1234	3312	日		木	
裸	luo3	24478.83328	45234		25111234					
哩	li5	24405.24209	251		2511211		口			
浴	yu4	24399.19245	441		3434	251	水			口
抹	mo3	24380.8138	121		11234		手			
抹	mo4	24380.8138	121		11234		手			
氛	fen1	24377.75069	3115		34	53				刀
芸	yun2	24358.37653	122		11	54	草			
腻	ni4	24354.0116	3511		154	112534	月			
蔡	cai4	24337.93028	122		354454	11234	草			
淫	yin2	24330.2725	441		3443	3121	水			丿
鸭	ya1	24206.98238	25112		35451				鸟	
浙	zhe4	24151.84642	441		121	3312	水		手	
涯	ya2	24065.3136	441		13	121121	水			土
逗	dou4	24014.77231	1	431251	454				辶	
妄	wang4	23942.02348	415		531				女	
怯	qie4	23904.50039	442		121	54			土	
筒	tong3	23902.20306	314314		25	1	竹			
刮	gua1	23808.01247	312	251	22		丿	口		
遵	zun1	23768.19206	431253511	124	454			寸	辶	
逛	guang4	23742.15563	353	1121	454		犭	王	辶	
魅	mei4	23666.34369	3251135	54	11234					
祁	qi2	23647.19926	4524		52					
蜂	feng1	23592.82908	251214		354	1112	虫		夂	
湘	xiang1	23546.11667	441		1234	25111	水		木	目
庸	yung1	23527.73802	413		51125112		广			
拘	ju1	23517.78292	121		35	251	手			口
凰	huang2	23512.42248	35		32511	1121	几		白	王
眯	mi3	23426.65543	25111		43	1234	目			木
矢	shi3	23407.51101	31		134				大	
腊	la4	23301.83375	3511		1221	2511	月			日
眸	mou2	23258.95023	25111		54	3112	目			
旨	zhi3	23226.78759	35		2511		匕		日	
黛	dai4	23195.39073	32154		25431211	4444	亻			火
耽	dan1	23191.56184	122111		4535		耳			
伐	fa2	23190.79606	32		1534		亻			
腕	wan4	23158.63342	3511		445	35455	月		宀	
甩	shuai3	23095.83969	35115							
诧	cha4	23077.46104	45		445	315	讠		宀	
凳	deng4	23072.86638	543341251	431	35				几	
汝	ru3	23070.56905	441		531		水		女	
丘	qiu1	23008.5411	32121							
贱	jian4	22992.45977	2534		11534		贝			
穆	mu4	22886.01675	31234		32511	234333	禾		白	
秃	tu1	22867.63809	31234		35		禾		几	
漂	piao1	22815.07032	441		125221	11234	水		西	
漂	piao3	22815.07032	441		125221	11234	水		西	
漂	piao4	22815.07032	441		125221	11234	水		西	
躁	zao4	22790.2946	251		2121251251251	1234	足		口	木
烛	zhu2	22780.3395	4334		251214		火		虫	
杖	zhang4	22660.11248	1234		134		木			
涵	han2	22637.90494	441		524134	52	水			
俯	fu3	22592.72409	32		413	32124	亻		广	亻
烁	shuo4	22578.17432	4334		35234		火			
贡	gong4	22573.57966	121		2534		工		贝	
坠	zhui4	22549.07479	52	34	121			人	土	
妓	ji4	22523.80414	531		12	54	女		十	又
坑	keng1	22486.28106	121		41	35	土			几
陌	mo4	22483.98373	52		13	2511				日
侄	zhi2	22390.55891	32		154	121	亻			土
篮	lan2	22360.6936	314314		22314	25221	竹			皿
沾	zhan1	22336.18873	441		21	251	水			口
钥	yao4	22285.14968	31115		3511		金		月	
宰	zai3	22263.4399	445		41431	12	宀		立	十
楣	mei2	22248.89013	1234		5213	25111	木			目
掀	xian1	22235.87192	121		3312	3534	手			
妒	du4	22229.74571	531		4513		女			
玫	mei2	22162.35731	1121		3134		王		攵	
痒	yang3	22111.81602	41341		431112		疒			
厢	xiang1	22090.37426	13		1234	25111			木	目
谱	pu3	22055.91429	45		43122431	2511	讠			日
滩	tan1	22055.14851	441		54	32411121	水		又	人
狭	xia2	22036.00408	353		143134		犭			
谊	yi4	22033.70675	45		445	25111	讠		宀	
鼎	ding3	22026.04898	25111		513	2125	目			
陀	tuo2	22003.84144	52		445	35			宀	匕
蕾	lei3	21955.59748	122		14524444	25121	草			
掘	jue2	21880.55131	121		513	52252	手		尸	
瑶	yao2	21869.83043	1121		3443	311252	王			
侮	wu3	21825.41536	32		31	55414	亻			
践	jian4	21804.73937	2512121		11534		足			
毅	yi4	21794.01849	41431353334		3554		立		殳	
姻	yin1	21791.72116	531		251	134	女		囗	大
僧	seng1	21784.06339	32		43252431	2511	亻			日
叮	ding1	21766.45051	251		12		口			
蕴	yun4	21714.37766	122		551	251125221	草		纟	日
竭	jie2	21695.23323	41431		2511	35345	立		日	
葬	zang4	21673.79147	122		135435	132	草			
翰	han4	21641.62883	12251112		34	541541	十		人	
煤	mei2	21640.86306	4334		12211	1234	火			木
鸦	ya1	21616.35819	1523		35451				鸟	
裕	yu4	21552.0329	45234		3434	251				口
崩	beng1	21491.53651	252		3511	3511	山		月	月
撼	han4	21488.4734	121		131251534	4544	手			心
棺	guan1	21481.5814	1234		445	25151	木		宀	
迭	die2	21476.98674	31134		454				辶	
泣	qi4	21471.6263	441		41431		水		立	
灿	can4	21456.31076	4334		252		火		山	
拱	gong3	21427.21122	121		1221	34	手			
溃	kui4	21401.1748	441		25121	2534	水			贝
殷	yin1	21349.88304	335115		3554				殳	
磕	ke1	21287.074	13251		12154	25221			土	皿
宁	ning4	21115.69307	445		12		宀			
粹	cui4	21079.54838	431234		41	343412				人
昔	xi1	21055.04351	1221		2511				日	
斧	fu3	21029.00709	34	34	3312					
苟	gou3	21025.1782	122		35	251	草			口
阀	fa2	21018.28621	425		32	1534			亻	
侦	zhen1	20954.7267	32		21	2534	亻			贝
刹	cha4	20952.81226	34	1234	22			木		
刹	sha1	20952.81226	34	1234	22			木		
哉	zai1	20948.60049	12	1534	251		十		口	
拐	guai3	20947.06893	121		251	53	手		口	力
肆	si4	20913.37474	12111	54	511112					
噢	o1	20871.25699	251		325431234	134	口			大
宛	wan3	20856.70722	445		354	55	宀			
堕	duo4	20837.5628	52	132511	121				土	
沫	mo4	20801.57127	441		11234		水			
愕	e4	20799.27394	442		251251	115			口	
碑	bei1	20765.57974	13251		325113	12				十
摄	she4	20757.92197	121		122111	5454	手		耳	又
颊	jia2	20752.56153	143134		132534				页	
瞥	pie1	20715.03845	4325234	3134	25111			攵	目	
噬	shi4	20671.38915	251		314314	1234341	口		竹	
铭	ming2	20628.50563	31115		354	251	金			口
蒙	meng3	20623.75781	12245		11353334		草			
敷	fu1	20613.95586	1251124	4153	3134				攵	
窜	cuan4	20598.64032	445	34	2512512		穴			
啪	pa1	20594.04565	251		121	32511	口		手	白
佟	tong2	20577.96433	32		354	44	亻		夂	
笛	di2	20547.33324	314314		25121		竹			
惭	can2	20545.03591	442		1521	3312			车	
荆	jing1	20456.20576	122	1132	22		草			
瑰	gui1	20456.20576	1121		3251135	54	王			
倡	chang4	20440.12444	32		2511	2511	亻		日	日
尬	ga4	20421.74579	135		34	32			人	
糕	gao1	20416.38535	431234		431121	4444				火
尴	gan1	20413.32224	135		22314	25221				皿
茵	yin1	20377.33071	122		251	134	草		囗	大
携	xie2	20375.03338	121		32411121	53	手		亻	
棚	peng2	20310.7081	1234		3511	3511	木		月	月
渺	miao3	20296.92411	441		25111	2343	水		目	
仑	lun2	20239.49082	34		35		人		匕	
郡	jun4	20164.44466	5113	251	52			口		
佑	you4	20157.55266	32		13	251	亻			口
绮	qi3	20147.59756	551		134	12512	纟		大	
棠	tang2	20097.05626	24345	251	1234			口	木	
咯	lo5	20059.83949	251		354	251	口		夂	口
衬	chen4	20056.47007	45234		124				寸	
偿	chang2	20033.49676	32		24345	1154	亻			
鹿	lu4	20025.83899	4135221		15	35	广			匕
砖	zhuan1	20015.11811	13	251	1154			口		
麟	lin2	19997.50523	41352211535		431234	354152	广			
囊	nang2	19994.44212	1251245		251251	112213524			口	
饥	ji1	19973.76614	355		35				几	
撇	pie3	19952.32438	121		4325234	3134	手			攵
售	shou4	19944.66661	32	411121	251		亻		口	
泊	bo2	19938.54039	441		32511		水		白	
绑	bang3	19863.49422	551		1113	52	纟			
暑	shu3	19850.47601	2511		1213	2511	日		十	日
蔽	bi4	19837.4578	122		4325234	3134	草			攵
宪	xian4	19705.74413	445		3121	35	宀		丿	儿
廓	kuo4	19678.17615	413		41251521	52	广			
黯	an4	19675.11304	254312114444		41431	2511			立	日
颂	song4	19657.50016	34	54	132534				页	
浸	jin4	19611.55353	441		51145	54	水			又
淋	lin2	19603.58945	441		1234	1234	水		木	木
樊	fan2	19576.32778	12343434	1234	134		木	木	大	
窄	zhai3	19567.90423	445	34	31211		穴			
嗽	sou4	19549.52558	251		1251234	3534	口			
涩	se4	19538.03892	441		534	2121	水		刀	止
彭	peng2	19516.59716	121251	431	333		士			
掷	zhi4	19475.2452	121		431134	52	手			
卒	zu2	19406.32525	41		3434	12			人	十
蝎	xie1	19374.16261	251214		2511	35345	虫		日	
暮	mu4	19309.83732	1222511134		2511		莫		日	
莺	ying1	19270.01691	12245		35451		草		鸟	
捐	juan1	19223.3045	121		251	2511	手		口	月
碌	lu4	19221.00717	13251		511	24134				水
芙	fu2	19217.94406	122		1134		草			
诵	song4	19198.03386	45		54	25112	讠			
缝	feng2	19182.10569	551		3541112	454	纟		夂	辶
溢	yi4	19151.32145	441		43134	25221	水			皿
捣	dao3	19145.19523	121		3545	252	手			山
攀	pan1	19138.30324	123434341234		134	3112	木		大	手
税	shui4	19133.70857	31234		43	25135	禾			口
岭	ling3	19132.17702	252		34	454	山		人	
崖	ya2	19129.87969	252		13	121121	山			土
扁	bian3	19099.30221	4513		25122					
斑	ban1	19081.63573	1121		4134	1121	王		文	王
淘	tao2	19070.14907	441		35	311252	水			
兜	dou1	19009.65267	32511	3551	35		白		儿	
槐	huai2	18988.21091	1234		3251135	54	木			
汹	xiong1	18980.55314	441		34	52	水			
疆	jiang1	18967.53493	515121		1	251211251211				
绒	rong2	18958.3456	551		1534	13	纟			
窃	qie4	18957.57982	44534		15	53	穴			刀
婶	shen3	18874.11011	531		445	25112	女		宀	
茅	mao2	18794.46928	122		54523		草			
塌	ta1	18782.98263	121		2511	541541	土		日	
株	zhu1	18748.52265	1234		311234		木			
涨	zhang3	18669.49445	441		515	3154	水			
憎	zeng1	18652.80051	442		43252431	2511				日
摧	cui1	18627.52986	121		252	32411121	手		山	人
坊	fang1	18580.81745	121		4153		土		方	
歹	dai3	18556.31258	1354							
诊	zhen3	18550.95214	45		34	333	讠		人	
踩	cai3	18519.55528	2512121		3443	1234	足			木
巍	wei1	18485.86108	252		31234531	325113554	山		禾	
匀	yun2	18472.84287	35		41					
篷	peng2	18454.46422	314314		3541112	454	竹		夂	辶
澡	zao3	18437.61712	441		251251251	1234	水		口	木
隙	xi4	18434.55401	52		234	2511234				日
蓄	xu4	18428.42779	122		41554	25121	草			
挪	nuo2	18420.77002	121		5113	52	手			
辫	bian4	18404.6887	4143113		551	4143112	立		纟	立
桶	tong3	18397.03093	1234		54	25112	木			
恕	shu4	18396.26515	531	251	4544		女	口	心	
轨	gui3	18382.48116	1521		35		车			
逊	xun4	18369.46295	521	234	454				辶	
憾	han4	18317.3901	442		131251534	4544				心
胎	tai1	18204.05508	3511		54	251	月			口
稚	zhi4	18173.42399	31234		32	411121	禾		亻	
龟	gui1	18136.66669	35		25115					
咖	ka1	18135.13513	251		53	251	口		力	口
霓	ni2	18134.36936	14524444		321511	35				儿
乞	qi3	18125.94581	31		5					
缎	duan4	18106.0356	551		32111	3554	纟			殳
兹	zi1	18063.15208	431		554	554				
嚣	xiao1	18008.7819	251251		132534	251251	口		页	口
栈	zhan4	18008.01612	1234		11534		木			
嘟	du1	17999.59257	251		12132511	52	口		十	
喻	yu4	17990.40325	251		341	251122	口		人	月
胃	wei4	17912.29397	25121		2511				月	
昧	mei4	17875.53667	251		111234		日			
霉	mei2	17870.94201	14524444		31	55414				
鞠	ju1	17858.68957	122125112		35	431234				
砰	peng1	17839.54514	13	251	14312			口		
奔	ben4	17819.17547	134		12	132	大		十	
捡	jian3	17766.03053	121		341	4431	手		人	
潘	pan1	17759.90432	441		3431234	25121	水			
钩	gou1	17745.35455	31115		35	54	金			
莎	sha1	17725.06145	122		441	2343	草		水	
莎	suo1	17725.06145	122		441	2343	草		水	
叨	dao1	17709.36302	251		53		口		刀	
滨	bin1	17690.98437	441		445	3212134	水		宀	
惩	cheng2	17684.85815	332	12121	4544		彳	一	心	
弘	hong2	17677.20038	515		54					
坎	kan3	17645.03774	121		35	34	土			人
娅	ya4	17599.85689	531		122431		女			
犬	quan3	17572.28891	134		4		大			
歧	qi2	17563.86536	2121		12	54	止		十	又
哨	shao4	17562.3338	251		243	2511	口			月
豹	bao4	17537.06316	3443533		354					
颓	tui2	17522.51339	31234	35	132534		禾	几	页	
罕	han3	17522.51339	45	34	112					
啡	fei1	17476.56676	251		2111	2111	口			
缚	fu4	17473.50365	551		1251124	124	纟			寸
肢	zhi1	17455.125	3511		12	54	月		十	又
袜	wa4	17451.29611	45234		11234					
蓦	mo4	17413.77303	1222511134		551		莫			
禅	chan2	17407.3405	4524		43	251112				
吐	tu4	17335.66376	251		121		口		土	
稽	ji1	17323.67935	31234		1354	352511	禾			匕
襟	jin1	17277.46469	45234		12341234	11234			木	
韦	wei2	17256.02293	1152							
拂	fu2	17244.53628	121		51532		手			
谭	tan2	17212.37363	45		125221	251112	讠		西	日
搅	jiao3	17202.41853	121		44345	2535	手			
蚁	yi3	17180.21099	251214		434		虫			
怡	yi2	17164.12967	442		54	251				口
藻	zao3	17094.44395	122		441	2512512511234	草		水	口
荫	yin1	17083.72307	122		52	3511	草			月
脊	ji3	17083.72307	413434		2511				月	
吏	li4	17062.28131	125134							
柏	bai3	17058.37584	1234		32511		木		白	
缕	lv3	17037.01066	551		431234	531	纟			女
钞	chao1	17033.94755	31115		2343		金			
弧	hu2	17033.94755	515		33544					
枉	wang3	17031.65022	1234		1121		木		王	
雯	wen2	17024.75823	14524444		4134				文	
芦	lu2	17011.74001	122		4513		草			
腥	xing1	17010.97424	3511		2511	3	月		日	
薪	xin1	16999.48758	122		414311234	3312	草		立	
晒	shai4	16972.68538	2511		125351		日		西	
嗡	weng1	16935.1623	251		3454	541541	口			
粘	zhan1	16923.98195	431234		21	251				口
靖	jing4	16908.36009	41431		1121	2511	立			月
筷	kuai4	16887.68411	314314		442	5134	竹			
娱	yu2	16875.43168	531		251	1134	女		口	一
凸	tu1	16867.00813	21251							
嫣	yan1	16863.17924	531		12121	154444	女		一	
怔	zheng1	16861.64769	442		12121					
怔	zheng4	16861.64769	442		12121					
衙	ya2	16824.1246	332		1251251	112	彳			
衔	xian2	16822.59305	332		31115	112	彳		金	
逍	xiao1	16804.2144	243	2511	454			月	辶	
橘	ju2	16787.3673	1234		54523	2534251	木			
屡	lv3	16760.5651	513		431234	531	尸			女
馨	xin1	16760.5651	1215213	3554	31234	2511	士	殳	禾	日
妆	zhuang1	16741.42067	412		531		丬		女	
衷	zhong1	16654.12207	413534		2512		衣			
兆	zhao4	16640.33808	341		534					
硕	shuo4	16622.72521	13	251	132534			口	页	
簇	cu4	16598.22034	314314		4153	3131134	竹		方	
郊	jiao1	16592.09412	41	3434	52					
岚	lan2	16583.67057	252		35	34	山		几	
菩	pu2	16572.94969	122		41431	251	草		立	口
岗	gang3	16563.76036	252		25	34	山			
莽	mang3	16534.66083	122		1344	132	草		大	
寨	zhai4	16507.85863	445	1122134	1234		宀		木	
盏	zhan3	16500.96664	11534		25221				皿	
嘶	si1	16497.13775	251		12211134	3312	口			
褂	gua4	16487.94842	45234		121121	24			土	
呻	shen1	16483.35376	251		25112		口			
